"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.108374143E2,5.237720336E1,4.878023360E0,1.900359813E1,0.000000000E0,0.000000000E0,3.702120972E1,3.483824539E1
1.118356588E2,5.237720282E1,4.878024840E0,1.923980429E1,0.000000000E0,0.000000000E0,3.685750198E1,3.191082001E1
1.128356141E2,5.237720285E1,4.878024800E0,1.923150352E1,0.000000000E0,0.000000000E0,3.629108810E1,2.864986801E1
1.138379827E2,5.237720288E1,4.878024800E0,1.920611294E1,0.000000000E0,0.000000000E0,3.757501602E1,2.689871216E1
1.148368892E2,5.237720283E1,4.878024900E0,1.920129115E1,0.000000000E0,0.000000000E0,3.823128891E1,2.574739838E1
1.158363982E2,5.237720284E1,4.878024880E0,1.919573696E1,0.000000000E0,0.000000000E0,3.887566757E1,2.391104698E1
1.168352546E2,5.237720286E1,4.878024860E0,1.919262418E1,0.000000000E0,0.000000000E0,4.012355042E1,2.261534309E1
1.178359070E2,5.237720199E1,4.878024890E0,1.943084319E1,0.000000000E0,0.000000000E0,3.485384369E1,1.961064529E1
1.188368047E2,5.237720177E1,4.878025530E0,1.953155125E1,0.000000000E0,0.000000000E0,3.470337677E1,1.814167786E1
1.198358935E2,5.237720177E1,4.878025540E0,1.952697362E1,0.000000000E0,0.000000000E0,3.870799637E1,1.873359108E1
1.208362747E2,5.237720260E1,4.878024370E0,1.920458642E1,0.000000000E0,0.000000000E0,4.415982056E1,1.976864624E1
1.218372022E2,5.237720258E1,4.878024400E0,1.920727195E1,0.000000000E0,0.000000000E0,4.224674988E1,1.774492073E1
1.228358826E2,5.237720260E1,4.878024370E0,1.919805566E1,0.000000000E0,0.000000000E0,4.083725739E1,1.599582767E1
1.238358057E2,5.237720263E1,4.878024300E0,1.918761865E1,0.000000000E0,0.000000000E0,4.559031677E1,1.681684303E1
1.248573602E2,5.237720266E1,4.878024260E0,1.917144435E1,0.000000000E0,0.000000000E0,5.256490707E1,1.816747093E1
1.298366717E2,5.237720183E1,4.878010310E0,1.946922560E1,0.000000000E0,0.000000000E0,2.973542976E1,2.453870583E1
1.308359432E2,5.237720187E1,4.878010260E0,1.945811723E1,0.000000000E0,0.000000000E0,3.273044205E1,2.559671783E1
1.318363877E2,5.237720188E1,4.878010280E0,1.944456745E1,0.000000000E0,0.000000000E0,3.634980011E1,2.663378525E1
1.328360479E2,5.237720186E1,4.878010310E0,1.944957232E1,0.000000000E0,0.000000000E0,4.035247040E1,2.750014305E1
1.338366304E2,5.237720192E1,4.878010230E0,1.940837363E1,0.000000000E0,0.000000000E0,4.157820129E1,2.620086288E1
1.348369950E2,5.237720193E1,4.878010210E0,1.941160850E1,0.000000000E0,0.000000000E0,4.189773560E1,2.461531639E1
1.358356790E2,5.237720192E1,4.878010200E0,1.942058065E1,0.000000000E0,0.000000000E0,4.384034348E1,2.382730484E1
1.368367422E2,5.237720192E1,4.878010210E0,1.941398886E1,0.000000000E0,0.000000000E0,4.732172394E1,2.421828079E1
1.378397510E2,5.237720180E1,4.878010400E0,1.937211868E1,0.000000000E0,0.000000000E0,4.737519073E1,2.251823616E1
1.388390127E2,5.237720180E1,4.878010380E0,1.937620802E1,0.000000000E0,0.000000000E0,4.723019791E1,2.128540039E1
1.559528164E2,5.237721570E1,4.877859200E0,2.638972423E0,0.000000000E0,0.000000000E0,2.687400055E1,1.000000000E0
1.574728164E2,5.237718190E1,4.878005300E0,2.639009672E0,0.000000000E0,0.000000000E0,2.429800034E1,1.345331192E0
1.778344832E2,5.237720198E1,4.877999260E0,1.808335514E1,0.000000000E0,0.000000000E0,4.359354401E1,2.081420517E1
1.788351896E2,5.237720221E1,4.878003140E0,1.800633135E1,0.000000000E0,0.000000000E0,2.490722656E1,2.254352188E1
1.798364414E2,5.237720228E1,4.878003120E0,1.798777675E1,0.000000000E0,0.000000000E0,2.929907990E1,2.467309952E1
1.808349249E2,5.237720231E1,4.878003140E0,1.798161225E1,0.000000000E0,0.000000000E0,3.132246590E1,2.469672203E1
1.818357977E2,5.237720232E1,4.878003170E0,1.798307713E1,0.000000000E0,0.000000000E0,3.420538712E1,2.484033012E1
1.828365962E2,5.237720215E1,4.878002940E0,1.802079648E1,0.000000000E0,0.000000000E0,3.441947937E1,2.435902977E1
1.838354260E2,5.237720217E1,4.878003010E0,1.800944401E1,0.000000000E0,0.000000000E0,3.593210602E1,2.351260185E1
1.848358475E2,5.237720216E1,4.878003030E0,1.801560856E1,0.000000000E0,0.000000000E0,3.927082062E1,2.392173004E1
1.858347290E2,5.237720216E1,4.878003070E0,1.801292303E1,0.000000000E0,0.000000000E0,4.148443604E1,2.371137047E1
1.868350206E2,5.237720222E1,4.878003080E0,1.799485672E1,0.000000000E0,0.000000000E0,4.475072861E1,2.378648376E1
