"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.768387043E0,-6.329359818E1,-2.360700035E1,-3.257400036E0
3.778387043E0,-6.326919937E1,-2.378999901E1,-2.805999994E0
3.788387043E0,-6.329359818E1,-2.381439972E1,-2.513200045E0
3.798387043E0,-6.335459900E1,-2.375339890E1,-2.293599844E0
3.808387043E0,-6.337899780E1,-2.376560020E1,-2.049599886E0
3.818387043E0,-6.339119720E1,-2.368019867E1,-1.829999924E0
3.828387043E0,-6.337899780E1,-2.365579987E1,-1.646999955E0
3.838387043E0,-6.339119720E1,-2.360700035E1,-1.402999997E0
3.848387043E0,-6.340340042E1,-2.359479904E1,-1.232200027E0
3.858387043E0,-6.348880005E1,-2.352159882E1,-1.061399937E0
3.868387043E0,-6.348880005E1,-2.344840050E1,-9.393999577E-1
3.878387043E0,-6.342779922E1,-2.347279930E1,-7.685999870E-1
3.888387043E0,-6.346439743E1,-2.333860016E1,-5.856000185E-1
3.898387043E0,-6.343999863E1,-2.333860016E1,-4.513999820E-1
3.908387043E0,-6.340340042E1,-2.332639885E1,-3.537999988E-1
3.918387043E0,-6.340340042E1,-2.324099922E1,-2.317999899E-1
3.928387043E0,-6.345219803E1,-2.319219971E1,-2.439999953E-2
3.938387043E0,-6.337899780E1,-2.320439911E1,1.829999983E-1
3.948387043E0,-6.331799698E1,-2.322879982E1,4.269999862E-1
3.958387043E0,-6.326919937E1,-2.318000031E1,6.344000101E-1
3.968387043E0,-6.319599915E1,-2.318000031E1,8.173999786E-1
3.978387043E0,-6.324480057E1,-2.313119888E1,1.000399947E0
3.988387043E0,-6.325699997E1,-2.305799866E1,1.195600033E0
3.998387043E0,-6.326919937E1,-2.302140045E1,1.427399993E0
4.008387043E0,-6.324480057E1,-2.302140045E1,1.585999966E0
4.018387043E0,-6.333020020E1,-2.296039963E1,1.756799936E0
4.028387043E0,-6.336679840E1,-2.288719940E1,1.793399930E0
4.038387043E0,-6.342779922E1,-2.285059929E1,1.915399909E0
4.048387043E0,-6.342779922E1,-2.282620049E1,2.049599886E0
4.058387043E0,-6.335459900E1,-2.278960037E1,2.183799982E0
4.068387043E0,-6.337899780E1,-2.280179977E1,2.427799940E0
